selector,protocol,class,package
"resolve","resolving","MCMockDependency","Tests-Monticello"
"uuidForName:","mocks","MCMockDependency","Tests-Monticello"
"name","accessing","MCMockDependency","Tests-Monticello"
"provisions","as yet unclassified","MCMockDependentItem","Monticello"
"name:","as yet unclassified","MCMockDependentItem","Monticello"
"requirements","as yet unclassified","MCMockDependentItem","Monticello"
"requires:","as yet unclassified","MCMockDependentItem","Monticello"
"provides:","as yet unclassified","MCMockDependentItem","Monticello"
"name","as yet unclassified","MCMockDependentItem","Monticello"
"<=","as yet unclassified","MCMockDependentItem","Monticello"
"includesClass:","as yet unclassified","MCMockRPackage","RPackage-Tests"
"includesSystemCategory:","as yet unclassified","MCMockRPackage","RPackage-Tests"
"packageName","as yet unclassified","MCMockRPackage","RPackage-Tests"
"systemCategories","as yet unclassified","MCMockRPackage","RPackage-Tests"
"classNames","as yet unclassified","MCMockRPackage","RPackage-Tests"
"name","as yet unclassified","MCMockRPackage","RPackage-Tests"
"classes","as yet unclassified","MCMockRPackage","RPackage-Tests"
"definition","accessing","MCModification","Monticello-Patching"
"fromSource","accessing","MCModification","Monticello-Patching"
"toSource","accessing","MCModification","Monticello-Patching"
"diffToSource","*Polymorph-Tools-Diff","MCModification","Monticello-Patching"
"targetDefinition","accessing","MCModification","Monticello-Patching"
"isClassPatch","testing","MCModification","Monticello-Patching"
"targetClass","accessing","MCModification","Monticello-Patching"
"initializeWithBase:target:","initializing","MCModification","Monticello-Patching"
"diffFromSource","*Polymorph-Tools-Diff","MCModification","Monticello-Patching"
"modification","accessing","MCModification","Monticello-Patching"
"basicApplyTo:","accessing","MCModification","Monticello-Patching"
"inverse","accessing","MCModification","Monticello-Patching"
"diff","*Polymorph-Tools-Diff","MCModification","Monticello-Patching"
"summarySuffix","accessing","MCModification","Monticello-Patching"
"baseDefinition","accessing","MCModification","Monticello-Patching"
"isModification","testing","MCModification","Monticello-Patching"
"summarySuffixOver:","as yet unclassified","MCModification","Monticello-Patching"
"obsoletion","accessing","MCModification","Monticello-Patching"
"printAnnotations:on:","accessing","MCModification","Monticello-Patching"
"analyze","private","MCMultiPackageLoader","Monticello-Loading"
"defaultAction","as yet unclassified","MCNoChangesException","Monticello-Versioning"
"categories","accessing","MCOrganizationDefinition","Monticello-Modeling"
"basicCommonPrefix","private","MCOrganizationDefinition","Monticello-Modeling"
"description","accessing","MCOrganizationDefinition","Monticello-Modeling"
"postloadOver:","installing","MCOrganizationDefinition","Monticello-Modeling"
"sortKey","accessing","MCOrganizationDefinition","Monticello-Modeling"
"shortSummaryPrefix","*Polymorph-Tools-Diff","MCOrganizationDefinition","Monticello-Modeling"
"categories:","accessing","MCOrganizationDefinition","Monticello-Modeling"
"summary","accessing","MCOrganizationDefinition","Monticello-Modeling"
"isOrganizationDefinition","testing","MCOrganizationDefinition","Monticello-Modeling"
"=","equal/hash","MCOrganizationDefinition","Monticello-Modeling"
"source","accessing","MCOrganizationDefinition","Monticello-Modeling"
"accept:","accessing","MCOrganizationDefinition","Monticello-Modeling"
"asRingDefinition","*Ring-Monticello","MCOrganizationDefinition","Monticello-Modeling"
"commonPrefix","accessing","MCOrganizationDefinition","Monticello-Modeling"
"unload","unloading","MCOrganizationDefinition","Monticello-Modeling"
"reorderCategories:original:","private","MCOrganizationDefinition","Monticello-Modeling"
"patchWrapper","*Polymorph-Tools-Diff","MCOrganizationDefinition","Monticello-Modeling"
"testReordering","tests","MCOrganizationTest","Tests-Monticello"
"testReorderingWithNoCategoriesInVersion","tests","MCOrganizationTest","Tests-Monticello"
"testReorderingWithRemovals","tests","MCOrganizationTest","Tests-Monticello"
"testLoadAndUnload","tests","MCOrganizationTest","Tests-Monticello"
"testTop","tests","MCPTest","MorphicTests-Kernel"
"defaultBounds","constants","MCPTest","MorphicTests-Kernel"
"testIsMorphicModel","tests","MCPTest","MorphicTests-Kernel"
"defaultTop","constants","MCPTest","MorphicTests-Kernel"
"hash","comparing","MCPackage","Monticello-Base"
"packageSet","accessing","MCPackage","Monticello-Base"
"storeOn:","printing","MCPackage","Monticello-Base"
"correspondingRPackage","*RPackage-SystemIntegration","MCPackage","Monticello-Base"
"workingCopy","working copies","MCPackage","Monticello-Base"
"hasWorkingCopy","working copies","MCPackage","Monticello-Base"
"snapshot","accessing","MCPackage","Monticello-Base"
"packageInfo","accessing","MCPackage","Monticello-Base"
"name:","accessing","MCPackage","Monticello-Base"
"=","comparing","MCPackage","Monticello-Base"
"printOn:","printing","MCPackage","Monticello-Base"
"unload","working copies","MCPackage","Monticello-Base"
"isDirty","*Nautilus","MCPackage","Monticello-Base"
"name","accessing","MCPackage","Monticello-Base"
"initialize","as yet unclassified","MCPackageCache","Monticello-Repositories"
"recordVersionInfo:forFileNamed:","as yet unclassified","MCPackageCache","Monticello-Repositories"
"versionInfos","as yet unclassified","MCPackageCache","Monticello-Repositories"
"flushChangesFile","private","MCPackageLoader","Monticello-Loading"
"useNewChangeSetNamedLike:during:","private","MCPackageLoader","Monticello-Loading"
"errorDefinitionWarning","private","MCPackageLoader","Monticello-Loading"
"loadWithNameLike:","public","MCPackageLoader","Monticello-Loading"
"updatePackage:withSnapshot:","public","MCPackageLoader","Monticello-Loading"
"initialize","private","MCPackageLoader","Monticello-Loading"
"obsoletionFor:","private","MCPackageLoader","Monticello-Loading"
"tryToLoad:","private","MCPackageLoader","Monticello-Loading"
"warnAboutErrors","private","MCPackageLoader","Monticello-Loading"
"load","public","MCPackageLoader","Monticello-Loading"
"useNewChangeSetDuring:","private","MCPackageLoader","Monticello-Loading"
"unloadPackage:","public","MCPackageLoader","Monticello-Loading"
"loadWithName:","public","MCPackageLoader","Monticello-Loading"
"installSnapshot:","public","MCPackageLoader","Monticello-Loading"
"analyze","private","MCPackageLoader","Monticello-Loading"
"provisions","private","MCPackageLoader","Monticello-Loading"
"removeDefinition:","patch ops","MCPackageLoader","Monticello-Loading"
"shouldWarnAboutErrors","private","MCPackageLoader","Monticello-Loading"
"addDefinition:","patch ops","MCPackageLoader","Monticello-Loading"
"orderedAdditions","private","MCPackageLoader","Monticello-Loading"
"sorterForItems:","private","MCPackageLoader","Monticello-Loading"
"dependencyWarning","private","MCPackageLoader","Monticello-Loading"
"useChangeSetNamed:during:","private","MCPackageLoader","Monticello-Loading"
"orderDefinitionsForLoading:","private","MCPackageLoader","Monticello-Loading"
"loadClassDefinition:","private","MCPackageLoader","Monticello-Loading"
"basicLoad","private","MCPackageLoader","Monticello-Loading"
"warnAboutDependencies","private","MCPackageLoader","Monticello-Loading"
"modifyDefinition:to:","patch ops","MCPackageLoader","Monticello-Loading"
"unregister","operations","MCPackageManager","Monticello-Versioning"
"initializeWithPackage:","initialization","MCPackageManager","Monticello-Versioning"
"update:","system changes","MCPackageManager","Monticello-Versioning"
"initialize","initialization","MCPackageManager","Monticello-Versioning"
"modified:","accessing","MCPackageManager","Monticello-Versioning"
"modified","accessing","MCPackageManager","Monticello-Versioning"
"package","accessing","MCPackageManager","Monticello-Versioning"
"packageName","accessing","MCPackageManager","Monticello-Versioning"
"announcer","private","MCPackageManager","Monticello-Versioning"
"packageSet","accessing","MCPackageManager","Monticello-Versioning"
"packageNameWithStar","accessing","MCPackageManager","Monticello-Versioning"
"packageInfo","accessing","MCPackageManager","Monticello-Versioning"
"package:","accessing","MCPackageModified","Monticello-Announcements"
"package","accessing","MCPackageModified","Monticello-Announcements"
"testUnload","tests","MCPackageTest","Tests-Monticello"
"tearDown","running","MCPackageTest","Tests-Monticello"
"setUp","running","MCPackageTest","Tests-Monticello"
"operations","accessing","MCPatch","Monticello-Patching"
"hasConflict","accessing","MCPatch","Monticello-Patching"
"isEmpty","querying","MCPatch","Monticello-Patching"
"applyTo:","applying","MCPatch","Monticello-Patching"
"initializeWithBase:target:","intializing","MCPatch","Monticello-Patching"
"initializeWithOperations:","intializing","MCPatch","Monticello-Patching"
"browse","*MonticelloGUI","MCPatch","Monticello-Patching"
"revertSelection","actions","MCPatchBrowser","MonticelloGUI"
"selectedClass","subclassresponsibility","MCPatchBrowser","MonticelloGUI"
"methodListMenu:","*Polymorph-Tools-Diff","MCPatchBrowser","MonticelloGUI"
"text:","text","MCPatchBrowser","MonticelloGUI"
"text","text","MCPatchBrowser","MonticelloGUI"
"invert","selecting","MCPatchBrowser","MonticelloGUI"
"selectedMessageName","subclassresponsibility","MCPatchBrowser","MonticelloGUI"
"buttonSpecs","morphic ui","MCPatchBrowser","MonticelloGUI"
"selection","selecting","MCPatchBrowser","MonticelloGUI"
"patch:","accessing","MCPatchBrowser","MonticelloGUI"
"selectedClassOrMetaClass","subclassresponsibility","MCPatchBrowser","MonticelloGUI"
"annotations","accessing","MCPatchBrowser","MonticelloGUI"
"defaultLabel","morphic ui","MCPatchBrowser","MonticelloGUI"
"selectedMessageCategoryName","subclassresponsibility","MCPatchBrowser","MonticelloGUI"
"diffSelection","*Polymorph-Tools-Diff","MCPatchBrowser","MonticelloGUI"
"widgetSpecs","morphic ui","MCPatchBrowser","MonticelloGUI"
"installSelection","actions","MCPatchBrowser","MonticelloGUI"
"selection:","selecting","MCPatchBrowser","MonticelloGUI"
"list","accessing","MCPatchBrowser","MonticelloGUI"
"changeSetNameForInstall","actions","MCPatchBrowser","MonticelloGUI"
"items","accessing","MCPatchBrowser","MonticelloGUI"
"operation","accessing","MCPatchOperation","Monticello-Patching"
"isRemoteNewer","testing","MCPatchOperation","Monticello-Patching"
"diffToSource","*Polymorph-Tools-Diff","MCPatchOperation","Monticello-Patching"
"shortSummarySuffix","*Polymorph-Tools-Diff","MCPatchOperation","Monticello-Patching"
"annotations:","accessing","MCPatchOperation","Monticello-Patching"
"targetClassName","*Polymorph-Tools-Diff","MCPatchOperation","Monticello-Patching"
"shortSummary","*Polymorph-Tools-Diff","MCPatchOperation","Monticello-Patching"
"clearChoice","accessing","MCPatchOperation","Monticello-Patching"
"sourceText","accessing","MCPatchOperation","Monticello-Patching"
"isAddition","testing","MCPatchOperation","Monticello-Patching"
"shortSummaryPrefix","*Polymorph-Tools-Diff","MCPatchOperation","Monticello-Patching"
"applyTo:","applying operation","MCPatchOperation","Monticello-Patching"
"beConflict","accessing","MCPatchOperation","Monticello-Patching"
"initialize","initialize-release","MCPatchOperation","Monticello-Patching"
"chooseLocal","accessing","MCPatchOperation","Monticello-Patching"
"source","accessing","MCPatchOperation","Monticello-Patching"
"isRemoval","testing","MCPatchOperation","Monticello-Patching"
"localDefinition","testing","MCPatchOperation","Monticello-Patching"
"remoteDefinition","accessing","MCPatchOperation","Monticello-Patching"
"prefixForOperation:","accessing","MCPatchOperation","Monticello-Patching"
"status","accessing","MCPatchOperation","Monticello-Patching"
"isLocalNewer","testing","MCPatchOperation","Monticello-Patching"
"printAnnotations:on:","accessing","MCPatchOperation","Monticello-Patching"
"isResolved","testing","MCPatchOperation","Monticello-Patching"
"definition","accessing","MCPatchOperation","Monticello-Patching"
"beNonConflict","accessing","MCPatchOperation","Monticello-Patching"
"isClassPatch","as yet unclassified","MCPatchOperation","Monticello-Patching"
"targetClass","as yet unclassified","MCPatchOperation","Monticello-Patching"
"chooseNewer","accessing","MCPatchOperation","Monticello-Patching"
"chooseRemote","accessing","MCPatchOperation","Monticello-Patching"
"remoteChosen","testing","MCPatchOperation","Monticello-Patching"
"summary","accessing","MCPatchOperation","Monticello-Patching"
"isConflict","testing","MCPatchOperation","Monticello-Patching"
"sourceString","accessing","MCPatchOperation","Monticello-Patching"
"chooseOlder","accessing","MCPatchOperation","Monticello-Patching"
"diffFromSource","*Polymorph-Tools-Diff","MCPatchOperation","Monticello-Patching"
"localChosen","testing","MCPatchOperation","Monticello-Patching"
"annotations","accessing","MCPatchOperation","Monticello-Patching"
"inverse","accessing","MCPatchOperation","Monticello-Patching"
"diff","*Polymorph-Tools-Diff","MCPatchOperation","Monticello-Patching"
"summarySuffix","accessing","MCPatchOperation","Monticello-Patching"
"isModification","testing","MCPatchOperation","Monticello-Patching"
"<=","comparing","MCPatchOperation","Monticello-Patching"
"patchWrapper","accessing","MCPatchOperation","Monticello-Patching"
"setUp","running","MCPatchTest","Tests-Monticello"
"tearDown","running","MCPatchTest","Tests-Monticello"
"testPatchContents","tests","MCPatchTest","Tests-Monticello"
"modifyDefinition:to:","as yet unclassified","MCPatcher","Monticello-Patching"
"addDefinition:","as yet unclassified","MCPatcher","Monticello-Patching"
"removeDefinition:","as yet unclassified","MCPatcher","Monticello-Patching"
"initializeWithSnapshot:","as yet unclassified","MCPatcher","Monticello-Patching"
"patchedSnapshot","as yet unclassified","MCPatcher","Monticello-Patching"
"isPoolImport","testing","MCPoolImportDefinition","Monticello-Modeling"
"isOrderDependend","testing","MCPoolImportDefinition","Monticello-Modeling"
"sortKey","as yet unclassified","MCPostscriptDefinition","Monticello-Modeling"
"postload","as yet unclassified","MCPostscriptDefinition","Monticello-Modeling"
"load","as yet unclassified","MCPreambleDefinition","Monticello-Modeling"
"localName:","accessing","MCPseudoFileStream","MonticelloConfigurations"
"localName","accessing","MCPseudoFileStream","MonticelloConfigurations"
"stream","as yet unclassified","MCReader","Monticello-Storing"
"stream:","accessing","MCReader","Monticello-Storing"
"definition","accessing","MCRemoval","Monticello-Patching"
"fromSource","accessing","MCRemoval","Monticello-Patching"
"toSource","accessing","MCRemoval","Monticello-Patching"
"targetDefinition","accessing","MCRemoval","Monticello-Patching"
"isClassPatch","testing","MCRemoval","Monticello-Patching"
"targetClass","accessing","MCRemoval","Monticello-Patching"
"sourceString","accessing","MCRemoval","Monticello-Patching"
"basicApplyTo:","accessing","MCRemoval","Monticello-Patching"
"isRemoval","testing","MCRemoval","Monticello-Patching"
"inverse","accessing","MCRemoval","Monticello-Patching"
"summarySuffix","accessing","MCRemoval","Monticello-Patching"
"baseDefinition","accessing","MCRemoval","Monticello-Patching"
"intializeWithDefinition:","initializing","MCRemoval","Monticello-Patching"
"unload","as yet unclassified","MCRemovalPostscriptDefinition","Monticello-Modeling"
"unload","as yet unclassified","MCRemovalPreambleDefinition","Monticello-Modeling"
"sortKey","as yet unclassified","MCRemovalPreambleDefinition","Monticello-Modeling"
"description","as yet unclassified","MCRepository","Monticello-Repositories"
"asCreationTemplate","as yet unclassified","MCRepository","Monticello-Repositories"
"alwaysStoreDiffs","as yet unclassified","MCRepository","Monticello-Repositories"
"openAndEditTemplateCopy","*MonticelloGUI","MCRepository","Monticello-Repositories"
"notificationForVersion:","as yet unclassified","MCRepository","Monticello-Repositories"
"goferPriority","*gofer-core-accessing","MCRepository","Monticello-Repositories"
"doAlwaysStoreDiffs","as yet unclassified","MCRepository","Monticello-Repositories"
"prepareVersionForStorage:","as yet unclassified","MCRepository","Monticello-Repositories"
"creationTemplate","as yet unclassified","MCRepository","Monticello-Repositories"
"printOn:","as yet unclassified","MCRepository","Monticello-Repositories"
"basicStoreVersion:","as yet unclassified","MCRepository","Monticello-Repositories"
"includesVersionNamed:","interface","MCRepository","Monticello-Repositories"
"isValid","testing","MCRepository","Monticello-Repositories"
"creationTemplate:","as yet unclassified","MCRepository","Monticello-Repositories"
"notifyList","as yet unclassified","MCRepository","Monticello-Repositories"
"closestAncestorVersionFor:ifNone:","as yet unclassified","MCRepository","Monticello-Repositories"
"hash","as yet unclassified","MCRepository","Monticello-Repositories"
"cacheAllFileNamesDuring:","as yet unclassified","MCRepository","Monticello-Repositories"
"morphicOpen:","*MonticelloGUI","MCRepository","Monticello-Repositories"
"versionWithInfo:ifAbsent:","interface","MCRepository","Monticello-Repositories"
"possiblyNewerVersionsOfAnyOf:","as yet unclassified","MCRepository","Monticello-Repositories"
"goferReferences","*gofer-core-accessing","MCRepository","Monticello-Repositories"
"doNotAlwaysStoreDiffs","as yet unclassified","MCRepository","Monticello-Repositories"
"=","as yet unclassified","MCRepository","Monticello-Repositories"
"sendNotificationsForVersion:","as yet unclassified","MCRepository","Monticello-Repositories"
"storeDependencies:","as yet unclassified","MCRepository","Monticello-Repositories"
"versionWithInfo:","interface","MCRepository","Monticello-Repositories"
"goferVersionFrom:","*gofer-core-accessing","MCRepository","Monticello-Repositories"
"asRepositorySpecFor:","*metacello-mc","MCRepository","Monticello-Repositories"
"morphicOpen","*MonticelloGUI","MCRepository","Monticello-Repositories"
"storeVersion:","as yet unclassified","MCRepository","Monticello-Repositories"
"testStoredCredentials","tests","MCRepositoryAuthorizationTest","Tests-Monticello"
"assert:on:hasUser:withPassword:","asserting","MCRepositoryAuthorizationTest","Tests-Monticello"
"testEmptyCredentials","tests","MCRepositoryAuthorizationTest","Tests-Monticello"
"exampleServerUrl","accessing","MCRepositoryAuthorizationTest","Tests-Monticello"
"testStoredCredentialsUsesMostSpecific","tests","MCRepositoryAuthorizationTest","Tests-Monticello"
"testOverrideStoredCredentials","tests","MCRepositoryAuthorizationTest","Tests-Monticello"
"testNoCredentials","tests","MCRepositoryAuthorizationTest","Tests-Monticello"
"includes:","as yet unclassified","MCRepositoryGroup","Monticello-Versioning"
"initialize","as yet unclassified","MCRepositoryGroup","Monticello-Versioning"
"removeRepository:","as yet unclassified","MCRepositoryGroup","Monticello-Versioning"
"repositories","as yet unclassified","MCRepositoryGroup","Monticello-Versioning"
"removeHTTPRepositoryLocationNamed:","as yet unclassified","MCRepositoryGroup","Monticello-Versioning"
"versionWithInfo:ifNone:","as yet unclassified","MCRepositoryGroup","Monticello-Versioning"
"versionWithInfo:","as yet unclassified","MCRepositoryGroup","Monticello-Versioning"
"includesVersionNamed:","as yet unclassified","MCRepositoryGroup","Monticello-Versioning"
"useCache","as yet unclassified","MCRepositoryGroup","Monticello-Versioning"
"repositoriesDo:","as yet unclassified","MCRepositoryGroup","Monticello-Versioning"
"addRepository:","as yet unclassified","MCRepositoryGroup","Monticello-Versioning"
"disableCache","as yet unclassified","MCRepositoryGroup","Monticello-Versioning"
"versionSelection","morphic ui","MCRepositoryInspector","MonticelloGUI"
"packageSelection:","morphic ui","MCRepositoryInspector","MonticelloGUI"
"setRepository:workingCopy:","as yet unclassified","MCRepositoryInspector","MonticelloGUI"
"defaultExtent","morphic ui","MCRepositoryInspector","MonticelloGUI"
"packageSelection","morphic ui","MCRepositoryInspector","MonticelloGUI"
"sortedVersions","morphic ui","MCRepositoryInspector","MonticelloGUI"
"versionSelection:","morphic ui","MCRepositoryInspector","MonticelloGUI"
"packageListMenu:","morphic ui","MCRepositoryInspector","MonticelloGUI"
"version","as yet unclassified","MCRepositoryInspector","MonticelloGUI"
"hasVersion","as yet unclassified","MCRepositoryInspector","MonticelloGUI"
"summary","as yet unclassified","MCRepositoryInspector","MonticelloGUI"
"refresh","as yet unclassified","MCRepositoryInspector","MonticelloGUI"
"buttonSpecs","morphic ui","MCRepositoryInspector","MonticelloGUI"
"defaultLabel","morphic ui","MCRepositoryInspector","MonticelloGUI"
"load","as yet unclassified","MCRepositoryInspector","MonticelloGUI"
"versionListMenu:","morphic ui","MCRepositoryInspector","MonticelloGUI"
"widgetSpecs","morphic ui","MCRepositoryInspector","MonticelloGUI"
"versionList","morphic ui","MCRepositoryInspector","MonticelloGUI"
"packageList","morphic ui","MCRepositoryInspector","MonticelloGUI"
"saveSnapshot:named:","actions","MCRepositoryTest","Tests-Monticello"
"assertVersionInfos:","asserting","MCRepositoryTest","Tests-Monticello"
"testIncludesName","tests","MCRepositoryTest","Tests-Monticello"
"saveSnapshot2","actions","MCRepositoryTest","Tests-Monticello"
"addVersion:","actions","MCRepositoryTest","Tests-Monticello"
"saveSnapshot1","actions","MCRepositoryTest","Tests-Monticello"
"versionWithSnapshot:name:","building","MCRepositoryTest","Tests-Monticello"
"testAddAndLoad","tests","MCRepositoryTest","Tests-Monticello"
"snapshotAt:","accessing","MCRepositoryTest","Tests-Monticello"
"testLoadMissingNode","tests","MCRepositoryTest","Tests-Monticello"
"snapshot1","building","MCRepositoryTest","Tests-Monticello"
"assertMissing:","asserting","MCRepositoryTest","Tests-Monticello"
"snapshot2","building","MCRepositoryTest","Tests-Monticello"
"addVersionWithSnapshot:name:","actions","MCRepositoryTest","Tests-Monticello"
"testStoreAndLoad","tests","MCRepositoryTest","Tests-Monticello"
"versionName","accessing","MCSaveVersionDialog","MonticelloGUI"
"cancel","morphic ui","MCSaveVersionDialog","MonticelloGUI"
"defaultExtent","morphic ui","MCSaveVersionDialog","MonticelloGUI"
"maxLogMessageHistory","log message history","MCSaveVersionDialog","MonticelloGUI"
"previousMessages","log message history","MCSaveVersionDialog","MonticelloGUI"
"accept","morphic ui","MCSaveVersionDialog","MonticelloGUI"
"buttonSpecs","morphic ui","MCSaveVersionDialog","MonticelloGUI"
"addAsLastLogMessage:","log message history","MCSaveVersionDialog","MonticelloGUI"
"oldLogMessages","morphic ui","MCSaveVersionDialog","MonticelloGUI"
"defaultLabel","morphic ui","MCSaveVersionDialog","MonticelloGUI"
"logMessage","accessing","MCSaveVersionDialog","MonticelloGUI"
"setDefaultFocus","morphic ui","MCSaveVersionDialog","MonticelloGUI"
"versionName:","accessing","MCSaveVersionDialog","MonticelloGUI"
"widgetSpecs","morphic ui","MCSaveVersionDialog","MonticelloGUI"
"logMessage:","accessing","MCSaveVersionDialog","MonticelloGUI"
"nextArray","actions","MCScanner","Monticello-Chunk Format"
"stream:","accessing","MCScanner","Monticello-Chunk Format"
"nextString","actions","MCScanner","Monticello-Chunk Format"
"nextSymbol","actions","MCScanner","Monticello-Chunk Format"
"next","actions","MCScanner","Monticello-Chunk Format"
"test5","tests","MCScannerTest","Tests-Monticello"
"assertScans:","asserting","MCScannerTest","Tests-Monticello"
"test6","tests","MCScannerTest","Tests-Monticello"
"test4","tests","MCScannerTest","Tests-Monticello"
"test2","tests","MCScannerTest","Tests-Monticello"
"test3","tests","MCScannerTest","Tests-Monticello"
"test1","tests","MCScannerTest","Tests-Monticello"
"description","accessing","MCScriptDefinition","Monticello-Modeling"
"packageSet","accessing","MCScriptDefinition","Monticello-Modeling"
"sortKey","accessing","MCScriptDefinition","Monticello-Modeling"
"installScript:","installing","MCScriptDefinition","Monticello-Modeling"
"isScriptDefinition","testing","MCScriptDefinition","Monticello-Modeling"
"summary","accessing","MCScriptDefinition","Monticello-Modeling"
"packageInfo","accessing","MCScriptDefinition","Monticello-Modeling"
"scriptSelector","accessing","MCScriptDefinition","Monticello-Modeling"
"script","accessing","MCScriptDefinition","Monticello-Modeling"
"source","accessing","MCScriptDefinition","Monticello-Modeling"
"accept:","visiting","MCScriptDefinition","Monticello-Modeling"
"evaluate","installing","MCScriptDefinition","Monticello-Modeling"
"installScript","installing","MCScriptDefinition","Monticello-Modeling"
"load","installing","MCScriptDefinition","Monticello-Modeling"
"unload","installing","MCScriptDefinition","Monticello-Modeling"
"=","comparing","MCScriptDefinition","Monticello-Modeling"
"packageName","accessing","MCScriptDefinition","Monticello-Modeling"
"initializeWithScript:packageName:","initializing","MCScriptDefinition","Monticello-Modeling"
"addDefinitionsTo:","actions","MCScriptParser","Monticello-Chunk Format"
"testMczSerialization","testing","MCSerializationTest","Tests-Monticello"
"assertVersionsMatchWith:","asserting","MCSerializationTest","Tests-Monticello"
"mockDiffyVersion","mocks","MCSerializationTest","Tests-Monticello"
"assertExtensionProvidedBy:","asserting","MCSerializationTest","Tests-Monticello"
"assertSnapshotsMatchWith:","asserting","MCSerializationTest","Tests-Monticello"
"assertVersionInfosMatchWith:","asserting","MCSerializationTest","Tests-Monticello"
"testMcdSerialization","testing","MCSerializationTest","Tests-Monticello"
"testStSerialization","testing","MCSerializationTest","Tests-Monticello"
"assertClass:providesServices:","asserting","MCSerializationTest","Tests-Monticello"
"assertDependenciesMatchWith:","asserting","MCSerializationTest","Tests-Monticello"
"password","accessing","MCServerCredentials","Monticello-Repositories"
"password:","private","MCServerCredentials","Monticello-Repositories"
"username:","private","MCServerCredentials","Monticello-Repositories"
"username","accessing","MCServerCredentials","Monticello-Repositories"
"initialize","private","MCServerRegistry","Monticello-Repositories"
"repositoryAt:credentialsDo:","private","MCServerRegistry","Monticello-Repositories"
"on:beUser:withPassword:","as yet unclassified","MCServerRegistry","Monticello-Repositories"
"removeCredentialsFor:","*Tests-Monticello","MCServerRegistry","Monticello-Repositories"
"issueSummary:","accessing","MCSliceInfo","MonticelloGUI"
"issueNumber","accessing","MCSliceInfo","MonticelloGUI"
"usableIssueNumber","accessing","MCSliceInfo","MonticelloGUI"
"includedPackages","accessing","MCSliceInfo","MonticelloGUI"
"includedPackages:","accessing","MCSliceInfo","MonticelloGUI"
"issueSummary","accessing","MCSliceInfo","MonticelloGUI"
"issueNumber:","accessing","MCSliceInfo","MonticelloGUI"
"usableIssueSummary","accessing","MCSliceInfo","MonticelloGUI"
"makeSlice","slice-making","MCSliceInfo","MonticelloGUI"
"ok","user interface","MCSliceMaker","MonticelloGUI"
"window","user interface","MCSliceMaker","MonticelloGUI"
"issueSummaryOn:","user interface","MCSliceMaker","MonticelloGUI"
"update:","selecting","MCSliceMaker","MonticelloGUI"
"issueIdString","accessing","MCSliceMaker","MonticelloGUI"
"cancel","user interface","MCSliceMaker","MonticelloGUI"
"issueSummaryDownloaderButtonOn:","user interface","MCSliceMaker","MonticelloGUI"
"downloadIssueSummary","actions","MCSliceMaker","MonticelloGUI"
"rootItems","user interface","MCSliceMaker","MonticelloGUI"
"noSlice","user interface","MCSliceMaker","MonticelloGUI"
"initialize","initialize-release","MCSliceMaker","MonticelloGUI"
"okToDoSlice:","accessing","MCSliceMaker","MonticelloGUI"
"resultInfo","accessing","MCSliceMaker","MonticelloGUI"
"openFor:","user interface","MCSliceMaker","MonticelloGUI"
"selectionChanged:","selecting","MCSliceMaker","MonticelloGUI"
"issueNumberEntryOn:","user interface","MCSliceMaker","MonticelloGUI"
"info","accessing","MCSliceMaker","MonticelloGUI"
"issueNumber","accessing","MCSliceMaker","MonticelloGUI"
"okUnabled","user interface","MCSliceMaker","MonticelloGUI"
"okToDoSlice","accessing","MCSliceMaker","MonticelloGUI"
"initialExtent","user interface","MCSliceMaker","MonticelloGUI"
"owner","accessing","MCSmalltalkhubRepository","Monticello-Repositories"
"parseFileNamesFromStream:","interface","MCSmalltalkhubRepository","Monticello-Repositories"
"includesFileNamed:","interface","MCSmalltalkhubRepository","Monticello-Repositories"
"loadAllFileNames","interface","MCSmalltalkhubRepository","Monticello-Repositories"
"asCreationTemplate","converting","MCSmalltalkhubRepository","Monticello-Repositories"
"project:","accessing","MCSmalltalkhubRepository","Monticello-Repositories"
"locationWithTrailingSlash","accessing","MCSmalltalkhubRepository","Monticello-Repositories"
"includesVersionNamed:","interface","MCSmalltalkhubRepository","Monticello-Repositories"
"location","accessing","MCSmalltalkhubRepository","Monticello-Repositories"
"project","accessing","MCSmalltalkhubRepository","Monticello-Repositories"
"owner:","accessing","MCSmalltalkhubRepository","Monticello-Repositories"
"bodyForVersion:","as yet unclassified","MCSmtpRepository","Monticello-Repositories"
"subjectForVersion:","as yet unclassified","MCSmtpRepository","Monticello-Repositories"
"description","as yet unclassified","MCSmtpRepository","Monticello-Repositories"
"messageForVersion:","as yet unclassified","MCSmtpRepository","Monticello-Repositories"
"emailAddress:","as yet unclassified","MCSmtpRepository","Monticello-Repositories"
"basicStoreVersion:","as yet unclassified","MCSmtpRepository","Monticello-Repositories"
"definitions","accessing","MCSnapshot","Monticello-Base"
"hash","accessing","MCSnapshot","Monticello-Base"
"=","accessing","MCSnapshot","Monticello-Base"
"install","loading","MCSnapshot","Monticello-Base"
"patchRelativeToBase:","patching","MCSnapshot","Monticello-Base"
"updatePackage:","loading","MCSnapshot","Monticello-Base"
"initializeWithDefinitions:","initializing","MCSnapshot","Monticello-Base"
"loadCategorySelection","menus","MCSnapshotBrowser","MonticelloGUI"
"classSelection","selecting","MCSnapshotBrowser","MonticelloGUI"
"packageClasses","accessing","MCSnapshotBrowser","MonticelloGUI"
